chunk_id,text,grade,subject,concept_id
C74,"Number Play b. the difference between the largest and smallest numbers less than 5085. c. the sum of the largest and smallest numbers greater than 9779. d. the sum of the largest and smallest numbers less than 9779. 2. What is the sum of the smallest and largest 5-digit palindrome? What is their difference? 3. The time now is 10:01. How many minutes until the clock shows the next palindromic time? What about the one after that? 4. How many rounds does the number 5683 take to reach the Kaprekar constant? 3.8 Mental Math Observe the figure below. What can you say about the numbers and the lines drawn? 25,000 38,800 3,400 400 28,000 63,000 13,000 61,600 19,500 1,500 31,000 20,900 60,000 Numbers in the middle column are added in different ways to get the numbers on the sides (1500 + 1500 + 400 = 3400). The numbers in the middle can be used as many times as needed to get the desired sum. Draw arrows from the middle to the numbers on the sides to obtain the desired sums. Two examples are given. It is simpler to do it mentally! 38,800 = 25,000 + 400 × 2 + 13,000 3400 = 1500 + 1500 + 400 65 Reprint 2026-27 Chapter 3_Number Play.indd 65 14-08-2024 14:43:45",4,Math,M401
C75,"Ganita Prakash | Grade 6 Can we make 1,000 using the numbers in the middle? Why not? Math What about 14,000, 15,000 and 16,000? Yes, it is possible. Explore how. Talk What thousands cannot be made? Adding and Subtracting Here, using the numbers in the boxes, we are allowed to use both addition and subtraction to get the required number. An example is shown. 39,800 = 40,000 – 800 + 300 + 300 40,000 7,000 45,000 = 300 1,500 5,900 = 17,500 = 12,000 800 21,400 = Digits and Operations An example of adding two 5-digit numbers to get another 5-digit number is 12,350 + 24,545 = 36,895. An example of subtracting two 5-digit numbers to get another 5-digit number is 48,952 – 24,547 = 24,405. Figure it Out 1. Write an example for each of the below scenarios whenever possible. 5-digit + 5-digit 4-digit 5-digit 5-digit to 5-digit + + 3-digit + 4-digit + 5-digit give a 5-digit 5-digit to to give a to give a to give a sum more give 18,500 6-digit sum 6-digit sum 6-digit sum than 90,250 5-digit – 5-digit 5-digit 5-digit 5-digit to give – 3-digit − 4-digit − 5-digit 5-digit − a difference to give to give to give 5-digit to less than a 4-digit a 4-digit a 3-digit give 91,500 56,503 difference difference difference 66 Reprint 2026-27 Chapter 3_Number Play.indd 66 14-08-2024 14:43:45",4,Math,M401
C76,"Number Play Could you find examples for all the cases? If not, think and Math discuss what could be the reason. Make other such questions Talk and challenge your classmates. 2. Always, Sometimes, Never? Below are some statements. Think, explore and find out if each of the statement is ‘Always true’, ‘Only sometimes true’ or ‘Never true’. Why do you think so? Write your reasoning and discuss this with the class. a. 5-digit number + 5-digit number gives a 5-digit number b. 4-digit number + 2-digit number gives a 4-digit number c. 4-digit number + 2-digit number gives a 6-digit number d. 5-digit number – 5-digit number gives a 5-digit number e. 5-digit number – 2-digit number gives a 3-digit number 3.9 Playing with Number Patterns Here are some numbers arranged in some patterns. Find out the sum of the numbers in each of the below figures. Should we add them one by one or can we use a quicker way? Share and discuss in class the different methods each one of you used to solve these questions. a. b. 40 40 40 40 50 50 50 50 50 40 40 40 40 50 50 50 50 50 40 40 40 40 67 Reprint 2026-27 Chapter 3_Number Play.indd 67 14-08-2024 14:43:45",4,Math,M401
C77,"Ganita Prakash | Grade 6 c. d. 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 64 64 64 64 64 64 64 64 64 64 64 64 64 64 64 64 e. 15 15 35 35 25 25 f. 15 15 25 25 125 125 125 125 25 25 35 35 15 15 125 250 125 35 25 25 3 1 5 5 3 2 5 5 15 15 35 1 2 5 250 500 250 125 35 35 25 25 35 35 15 15 35 35 125 250 500 1000 500 250 15 15 25 25 125 35 25 15 35 125 500 15 15 35 35 25 25 250 250 125 125 15 15 25 25 250 125 35 35 25 25 15 15 125 125 125 125 25 25 35 35 15 15 3.10 An Unsolved Mystery — the Collatz Conjecture! Look at the sequences below—the same rule is applied in all the sequences: a. 12, 6, 3, 10, 5, 16, 8, 4, 2, 1 b. 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1 c. 21, 64, 32, 16, 8, 4, 2, 1 d. 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1 Do you see how these sequences were formed? 68 Reprint 2026-27 Chapter 3_Number Play.indd 68 14-08-2024 14:43:46",4,Math,M401
C78,"Number Play The rule is: one starts with any number; if the number is even, take half of it; if the number is odd, multiply it by 3 and add 1; repeat. Notice that all four sequences above eventually reached the number 1. In 1937, the German mathematician, Lothar Collatz conjectured that the sequence will always reach 1, regardless of the whole number you start with. Even today — despite many mathematicians working on it — it remains an unsolved problem as to whether Collatz’s conjecture is true! Collatz’s conjecture is one of the most famous unsolved problems in mathematics. Make some more Collatz sequences like those above, starting with your favourite whole numbers. Do you always reach 1? Do you believe the conjecture of Collatz that all such sequences will eventually reach 1? Why or why not? 3.11 Simple Estimation At times, we may not know or need an exact count of things and an estimate is sufficient for the purpose at hand. For example, your school headmaster might know the exact number of students enrolled in your school, but you may only know an estimated count. How many students are in your school? About 150? 400? A thousand? Paromita’s class section has 32 children. The other 2 sections of her class have 29 and 35 children. So, she estimated the number of children in her class to be about 100. Along with Class 6, her school also has Classes 7–10 and each class has 3 sections each. She assumed a similar number in each class and estimated the number of students in her school to be around 500. Figure it Out W e shall do some simple estimates. It is a fun exercise, and you may find it amusing to know the various numbers around us. Remember, 69 Reprint 2026-27 Chapter 3_Number Play.indd 69 14-08-2024 14:43:46",4,Math,M401
C79,Ganita Prakash | Grade 6 we are not interested in the exact numbers for the following questions. Share your methods of estimation with the class. 1. Steps you would take to walk: a. From the place you are sitting to the classroom door b. Across the school ground from start to end c. From your classroom door to the school gate d. From your school to your home 2. Number of times you blink your eyes or number of breaths you take: a. In a minute b. In an hour c. In a day 3. Name some objects around you that are: a. a few thousand in number b. more than ten thousand in number Estimate the answer Try to guess within 30 seconds. Check your guess with your friends. 1. Number of words in your maths textbook: a. More than 5000 b. Less than 5000 2. N umber of students in your school who travel to school by bus: a. More than 200 b. Less than 200 3. Roshan wants to buy milk and 3 types of fruit to make fruit custard for 5 people. He estimates the cost to be ₹100. Do you agree with him? Why or why not? 4. Estimate the distance between Gandhinagar (in Gujarat) to Kohima (in Nagaland). Hint: Look at the map of India to locate these cities. 70 Reprint 2026-27 Chapter 3_Number Play.indd 70 14-08-2024 14:43:46,4,Math,M401
C80,"Number Play 5. Sheetal is in Grade 6 and says she has spent around 13,000 hours in school till date. Do you agree with her? Why or why not? 6. Earlier, people used to walk long distances as they had no other means of transport. Suppose you walk at your normal pace. Approximately, how long would it take you to go from: a. Your current location to one of your favourite places nearby. b. Your current location to any neighbouring state’s capital city. c. The southernmost point in India to the northernmost point in India. 7. Make some estimation questions and challenge your classmates! 3.12 Games and Winning Strategies Numbers can also be used to play games and develop winning strategies. Here is a famous game called 21. Play it with a classmate. Then try it at home with your family! Rules for Game #1: The first player says 1, 2 or 3. Then the two players take turns adding 1, 2, or 3 to the previous number said. The first player to reach 21 wins! Play this game several times with your classmate. Are you starting to see the winning strategy? Which player can always win if they play correctly? What is the pattern of numbers that the winning player should say? There are many variations of this game. Here is another common variation: Rules for Game #2: The first player says a number between 1 and 10. Then the two players take turns adding a number between 1 and 10 to the previous number said. The first player to reach 99 wins! Play this game several times with your classmate. See if you can figure out the corresponding winning strategy in this case! Which 71 Reprint 2026-27 Chapter 3_Number Play.indd 71 14-08-2024 14:43:46",4,Math,M401
C81,"Ganita Prakash | Grade 6 player can always win? What is the pattern of numbers that the winning player should say this time? Make your own variations of this game — decide how much one can add at each turn, and what number is the winning number. Then play your game several times, and figure out the winning strategy and which player can always win! Figure it Out 1. There is only one supercell 16,200 39,344 29,765 (number greater than all its Try neighbours) in this grid. If you 23,609 62,871 45,306 This exchange two digits of one of 19,381 50,319 38,408 the numbers, there will be 4 supercells. Figure out which digits to swap. 2. How many rounds does your year of birth take to reach the Kaprekar constant? 3. We are the group of 5-digit numbers between 35,000 and 75,000 such that all of our digits are odd. Who is the largest number in our group? Who is the smallest number in our group? Who among us is the closest to 50,000? 4. Estimate the number of holidays you get in a year including weekends, festivals and vacation. Then, try to get an exact number and see how close your estimate is. 5. Estimate the number of liters a mug, a bucket and an overhead tank can hold. 6. Write one 5-digit number and two 3-digit numbers such that their sum is 18,670. 7. Choose a number between 210 and 390. Create a number pattern similar to those shown in Section 3.9 that will sum up to this number. 72 Reprint 2026-27 Chapter 3_Number Play.indd 72 14-08-2024 14:43:46",4,Math,M401
C82,"Number Play 8. Recall the sequence of Powers of 2 from Chapter 1, Table 1. Why is the Collatz conjecture correct for all the starting numbers in this sequence? 9. Check if the Collatz Conjecture holds for the starting number 100. 10. Starting with 0, players alternate adding numbers between 1 and 3. The first person to reach 22 wins. What is the winning strategy now? Summary Numbers can be used for many different purposes including, to convey information, make and discover patterns, estimate magnitudes, pose and solve puzzles, and play and win games. Thinking about and formulating set procedures to use numbers for these purposes is a useful skill and capacity (called ‘computational thinking’). Many problems about numbers can be very easy to pose, but very difficult to solve. Indeed, numerous such problems are still unsolved (for example, Collatz’s Conjecture). 73 Reprint 2026-27 Chapter 3_Number Play.indd 73 14-08-2024 14:43:46",4,Math,M401
C83,"CHAPTER 3 — SOLUTIONS Number Play Q. Think about various situations where we use numbers. List five different situations in which numbers are used. See what your classmates have listed, share, and discuss. Ans. Five different possible situations in which numbers are used - 1. Time 2. Calendar 3. Counting objects/Marks 4. Measurement of height & weight 5. Money There could many more. Section 3.1 Page No. 55 Q. What do you think these numbers mean? Ans. Refer page 56. Page No. 56 Q1. Can the children rearrange themselves so that the children standing at the ends say ‘2’? Ans. No; There will be no one standing on the other side of the child standing at the end. Q2. Can we arrange the children in a line so that all would say only 0s? Ans. Yes; All the children in the line should be of same height. Q3. Can two children standing next to each other say the same number? Ans. Yes; Refer picture on page 55. Q4. There are 5 children in a group, all of different heights. Can they stand such that four of them say ‘1’ and the last one says ‘0’? Why or why not? Ans. Yes, they can, if they are standing in ascending order of height. [1]",4,Math,M401
C84,"Q5. For this group of 5 children, is the sequence 1, 1, 1, 1, 1 possible? Ans. No; the tallest child at the end cannot say1. Q6. Is the sequence 0, 1, 2, 1, 0 possible? Why or why not? Ans. Yes, it is possible. Q7. How would you rearrange the five children so that the maximum number of children say ‘2’? Ans. At the most only 2 children can say 2 as given is the following arrangement. Section 3.2 Page No. 57 Figure it out Q1. Colour or mark the supercells in the table below. 6828 670 9435 3780 3708 7308 8000 5583 52 Ans. 6828 670 9435 3780 3708 7308 8000 5583 52 [2]",4,Math,M401
C85,"Q2. Fill the table below with only 4-digit numbers such that the supercells are exactly the coloured cells. 5346 1258 9635 Ans. One of the ways could be-5346; 9636.Try more 5346 5347 1000 1258 1100 1200 1300 9635 9636 Q3. Fill the table below such that we get as many supercells as possible. Use numbers between 100 and 1000 without repetitions. Ans. 110 100 150 130 280 200 230 210 270 Q4. Out of the 9 numbers, how many supercells are there in the table above? ___________ Ans. 5 Q5 Find out how many supercells are possible for different numbers of cells. Do you notice any pattern? What is the method to fill a given table to get the maximum number of supercells? Explore and share your strategy. Ans. For even number of cells say,2,4,6,… the number of supercells would be respectively, 2/2 =1,4/2 =2,6/2=3,… For odd number of cells , say 1,3,5,7,… the number of supercells would be respectively (1+1)/2= 1, (3+1)/2 = 2, (5+1)/2= 3,(7+1)/2 = 4,… To get the maximum number ofsupercells, we have to start by filling the first cell as super cell & then fill alternately. Q6. Can you fill a supercell table without repeating numbers such that there are no supercells? Why or why not? Ans. No; the cell which is filled by the greatest number among the given numbers chosen, will become super cell irrespective of its position in the table. Q7. Will the cell having the largest number in a table always be a supercell? Can the cell having the smallest number in a table be a supercell? Why or why not? Ans. Yes, the largest number in a table will always be a supercell. No, the smallest number in a table can never be a supercell as the number in all the adjacent cells will be greater than it. Q8. Fill a table such that the cell having the second largest number is not a supercell. Ans. One of the ways could be- 1 2 3 4 5 6 7 9 8 [3]",4,Math,M401
C86,"Q9. Fill a table such that the cell having the second largest number is not a supercell but the second smallest number is a supercell. Is it possible? Ans. One of the ways is- Second smallest number Second largest number a super cell 2 1 3 4 5 6 7 9 8 8 is not a supercell. Q10. Make other variations of this puzzle and challenge your classmates. Ans. Some of these could be- Can you fill the table with 9 cells such that there are more than 5 super cells? Can you fill the table with 9 cells such that there are exactly 4 super cells? Page No. 58 Q. Complete Table 2 with 5-digit numbers whose digits are ‘1’, ‘0’, ‘6’, ‘3’, and ‘9’ in some order. Only a coloured cell should have a number greater than all its neighbours. Ans. Table 2 (One of the ways) – 96,310 96,301 36,109 39,160 96,103 13,609 60,319 19,306 13,906 10,396 60,193 60,931 10,369 10,963 10,936 69,031 Q. The biggest number in the table is ____________. Ans. The biggest number in the table is 96,310 Q. The smallest even number in the table is ____________. Ans. The smallest even number in the table is 10,396 Q. The smallest number greater than 50,000 in the table is ____________. Ans. The smallest number greater than 50,000 in the table is 60,193. Section 3.3 Page no.59 Q. We are quite familiar with number lines now. Let’s see if we can place some numbers in their appropriate positions on the number line. Here are the numbers: 2180, 2754, 1500, 3600, 9950, 9590, 1050, 3050, 5030, 5300 and 8400. Ans. 1050 2180 3600 5030 8400 9950 2754 1000 2000 3000 4000 5000 6000 7000 8000 9000 10000 [4] 1500 5300 9590",4,Math,M401
C87,"Q. Identify the numbers marked on the number lines below, and label the remaining positions. (a). 1990 1995 2000 2005 2010 2015 2020 2025 2030 2035 (b). 9993 9994 9995 9996 9997 9998 9999 10000 10001 10002 (c). 15077 15078 15079 15080 15081 15082 15083 15084 15085 15086 (d). 83705 84705 85705 86705 87705 88705 89705 90705 91705 92705 Put a circle around the smallest number and a box around the largest number in each of the sequences above. Section 3.4 Page no. 60 Q. Find out how many numbers have two digits, three digits, four digits, and five digits: 1 Digit 2 Digit 3 Digit 4 Digit 5 Digit numbers numbers numbers numbers numbers 9 Ans. 1 Digit numbers 2 Digit numbers 3 Digit numbers 4 Digit numbers 5 Digit numbers 9 90 900 9,000 90,000 [5]",4,Math,M401
C88,"Figure it out Q.1. Digit sum 14 a. Write other numbers whose digits add up to 14. b. What is the smallest number whose digit sum is 14? c. What is the largest 5-digit number whose digit sum is 14? d. How big a number can you form having the digit sum 14? Can you make an even bigger number? Ans. a. Some such numbers are:248, 653, 356, 815, 833, 12335, 23351. b. 59 c. 95000 d. 95, 9005, 900005, 90000005, 9000000005, 90000000000005 … Q.3. Calculate the digit sums of 3-digit numbers whose digits are consecutive (for example, 345). Do you see a pattern? Will this pattern continue? Ans. 123 → 1+2+3 = 6 234 → 2+3+4 = 9 345 → 3+4+5 = 12 456 → 4+5+6 = 15 567 → 5+6+7 = 18 678 → 6+7+8 = 21 789 → 7+8+9 = 24 • Yes, there is a pattern, all the sums are multiples of 3. • No. Page no. 61 Q. Among the numbers 1–100, how many times will the digit ‘7’ occur? Among the numbers 1–1000, how many times will the digit ‘7’ occur? Ans. • 20 times. • 300 times. [6]",4,Math,M401
C89,"Section 3.5 Page no. 61 Q. Write all possible 3-digit palindromes using these digits. Ans. Palindromes: 111, 121, 131 222, 212, 232 313, 323, 333 Explore Page no. 62 Q. Will reversing and adding numbers repeatedly, starting with a 2-digit number, always give a palindrome? Explore and find out.* Some of these are- 12 47 +21 +74 33 121 Try more Yes, it will always give a palindrome. Puzzle time Q. I am a 5-digit palindrome. I am an odd number. My ‘t’ digit is double of my ‘u’ digit. My ‘h’ digit is double of my ‘t’ digit. Who am I? _________________ Ans. tth th h t u 1 2 4 2 1 Twelve thousand four hundred twenty one. Section 3.6 Page no. 63 Q. Carry out these same steps with a few 3-digit numbers. What number will start repeating? Ans. Take a 3- Digit number say, 321. 321 981 972 963 954 954 -123 -189 -279 -369 -459 -459 198 792 693 594 495 495 The number 495 starts repeating. Try for other 3-digit numbers. [7]",4,Math,M401
C90,"Section 3.7 Page no. 64 Q. Try and find out all possible times on a 12-hour clock of each of these types. Ans. 4:44 2:22 3:33 10:10 11:11 12:12 09:09 12:21 05:50 10:01 Think of some more! Q. Find some other dates of this form from the past. Ans. 20/04/2004, 20/06/2006, Try for yourself! Q. Find all possible dates of this form from the past. Ans. 01/02/2001, 02/02/2002, Think of some more! Q. Will any year’s calendar repeat again after some years? Will all dates and days in a year match exactly with that of another year? Ans. Yes, The calendar repeats itself after 6 years if only one leap year is included in these 6 years. If 2 leap years are included, then it will repeat after 5 years. Page no. 64 Figure it out Q.1. Pratibha uses the digits ‘4’, ‘7’, ‘3’ and ‘2’, and makes the smallest and largest 4- digit numbers with them: 2347 and 7432. The difference between these two numbers is 7432 – 2347 = 5085. The sum of these two numbers is 9779. Choose 4– digits to make: a. the difference between the largest and smallest numbers greater than 5085. b. the difference between the largest and smallest numbers less than 5085. c. the sum of the largest and smallest numbers greater than 9779. d. the sum of the largest and smallest numbers less than 9779. Ans. Some of the possibilities are– a. 7431 – 1347 = 6084 b. 7433 – 3347 = 4086 c. 7433 + 3347 = 10780 d. 7431 + 1347 = 8778 Q.2. What is the sum of the smallest and largest 5-digit palindrome? What is their difference? Ans. Smallest 5 digit palindrome = 10001 largest 5 digit palindrome = 99999 Sum = 10001 + 99999 = 110,000 Difference = 99999 – 10001 = 89,998 [8]",4,Math,M401
C91,"Q.3. The time now is 10:01. How many minutes until the clock shows the next palindromic time? What about the one after that? Ans. Time Now → 10:01 Next palindrome time → 11:11 After 1 hr. 10 min = 70 min the clock will show next palindrome time. Next palindrome time = 12:21 which will occur after 2 hr. 20 min = 140 min from 10:01. Q.4. How many rounds does the number 5683 take to reach the Kaprekar constant? Ans. 5683 8653 8550 9432 8730 6552 9963 6642 7641 -3568 -5058 -2349 -3078 -2556 -3699 -2466 -1467 5085 3492 7083 5652 3996 6264 4176 6174 1 2 3 4 5 6 7 8 It will take 8 rounds to reach the Kaprekar constant. Page no. 66 Section 3.8 Q. Can we make 1,000 using the numbers in the middle? Why not? What about 14,000, 15,000 and 16,000? Yes, it is possible. Explore how. What thousands cannot be made? Ans. No; the only number which is smaller than 1000 is 400 and 1000 is not a multiple of 400. 14000 = 1500 × 8 + 400 × 5 = 12000 + 2000 = 14000 15000 = 13000 + 400 × 5 = 13000 + 2000 = 15000 16000 = 1500 × 8 + 400 × 10 = 12000 + 4000 = 16000 Only one thousand (1000) cannot be made. Figure it out Q.1. Write an example for each of the below scenarios whenever possible. Could you find examples for all the cases? If not, think and discuss what could be the reason. Make other such questions and challenge your classmates. Ans. • 5 digit + 5 digit > 90,250 45,000 + 45,400 = 90,400 > 90,250 • 5 digit + 3 digit = 6 digit sum 99,999 + 999 = 100,998 • 4 digit + 4 digit = 6 digit sum Not possible as even the sum of the greatest 4 digit numbers will not give a six digit sum. (9999 + 9999 = 19,998) [9]",4,Math,M401
C92,"• 5 digit + 5 digit = 6 digit sum 60,000 + 40,000 = 1,00,000 • 5 digit + 5 digit = 18,500 Not possible as smallest 5-digit number is 10,000. If both the numbers are 10,000 then the sum is 20,000, which is more than 18,500. • 5 digit – 5 digit < 56,503 80,000 – 50,000 < 56,503 < 56,503 • 5 digit – 3 digit = 4 digit difference 10,000 – 999 = 9001 • 5 digit – 4 digit = 4 digit difference 12,000 – 2,500 = 9,500 • 5 digit – 5 digit = 3 digit difference 50,999 – 50,000 = 999 • 5 digit – 5 digit = 91,500 Not possible as the difference of the greatest and the smallest 5 digit numbers, the maximum difference, can be 99,999 – 10,000 = 89,999 Some examples of other such questions are- 1. 5 digit + 5 digit = 7 digit sum 2. 4 digit + 4 digit = 2900 More such examples can be made. Q.2. Always, Sometimes, Never? Below are some statements. Think, explore and find out if each of the statement is ‘Always true’, ‘Only sometimes true’ or ‘Never true’. Why do you think so? Write your reasoning; discuss this with the class. a. 5-digit number + 5-digit number gives a 5-digit number b. 4-digit number + 2-digit number gives a 4-digit number c. 4-digit number + 2-digit number gives a 6-digit number d. 5-digit number – 5-digit number gives a 5-digit number e. 5-digit number – 2-digit number gives a 3-digit number Ans. a. Only sometimes true. 20,000 + 80,000 = 1,00,000 not a 5 digit number b. Only sometimes true 9,999 + 99 = 10,098 not a 4 digit number c. Never true 9,999 + 99 = 10,098 On adding the greatest 4 digit and the greatest 2 digit numbers, we can reach only 5 digit number 10,098. So there is no possibility of getting a 6 digit number. d. Only sometimes true Ex. 12,000 – 10,000 = 2,000 5 digit – 5 digit = 4 digit e. Never true Ex. 10,000 – 99 = 9901 [10]",4,Math,M401
C93,"Even if the greatest 2 digit numbers is subtracted from the smallest 5 digit number, 4 digit number will be obtained. Page no. 69 Section 3.10 Q. Make some more Collatz sequences like those above, starting with your favourite whole numbers. Do you always reach 1? Do you believe the conjecture of Collatz that all such sequences will eventually reach 1? Why or why not? Ans. a) 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1 b) 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1 Yes we always reach 1. The even numbers are halved and when we have an odd number we convert it into an even number by multiplying by 3 and adding 1 so that eventually it can be halved again. The smallest even number is 2 so we will reach 1 for sure. Q.3. Name some objects around you that are: a. a few thousand in number b. more than ten thousand in number Ans. A few thousands: car numbers, 4 digit pin More than ten thousands: Salary, Mobile numbers. Q.3. Roshan wants to buy milk and 3 types of fruit to make fruit custard for 5 people. He estimates the cost to be ₹ 100. Do you agree with him? Why or why not? Ans. Yes, it is possible with less quantity of serving and with purchase of 1-1-1 fruit of each type. However, it is not possible with costly fruits and more quantity of serving. Q.4. Estimate the distance between Gandhinagar (in Gujarat) to Kohima (in Nagaland). Ans. 2500 kilometer Q. 5. Sheetal is in Grade 6 and says she has spent around 13,000 hours in school till date. Do you agree with her? Why or why not? Ans. No, I do not agree with her. There are 6 school hours in a day and around 200 working days in a year. 𝟏𝟑,𝟎𝟎𝟎 = 10.8 years 𝟔×𝟐𝟎𝟎 (Nursery, KG, 1,2,3,4,5,6) 8 years She is in school for 8 years, 13,000 hours is way too high. Q.7. Make some estimation questions and challenge your classmates! Ans. Some such are • How many students are there in your school? • How many hours does a person sleep in his lifetime on an average? (More such questions can be made) [11]",4,Math,M401
C94,"Section 3.12 Page No. 72 Figure it Out Q.1. There is only one supercell (number greater than all its neighbours) in this grid. If you exchange two digits of one of the numbers, there will be 4 supercells. Figure out which digits to swap. 16,200 39,344 29,765 23,609 62,871 45,306 19,381 50,319 38,408 Ans. If I exchange the digits 1 and 6 in the number 62,871 then there will be 4 Super cells. 16,200 39,344 29,765 23,609 12,876 45,306 19,381 50,319 38,408 Q.2. How many rounds does your year of birth take to reach the Kaprekar constant? Ans. Suppose the birth year is 1980, then, - 9810 8721 7443 9963 6642 7641 -1089 -1278 -3447 -3699 -2466 -1467 8721 7443 3996 6264 4176 6174 It takes 6 rounds. (Try now for your year of birth.) Q.3. We are the group of 5-digit numbers between 35,000 and 75,000 such that all of our digits are odd. Who is the largest number in our group? Who is the smallest number in our group? Who among us is the closest to 50,000? Ans. With repeating digit With non repeating digit Largest number → 73,999 73,951 Smallest number → 35,111 35,179 With repeating digit With non repeating digit Closest to 50000 51,111 51,379 Q.6. Write one 5-digit number and two 3-digit numbers such that their sum is 18,670. Ans. 18000 + 300 + 370 = 18670. Try for more. [12]",4,Math,M401
C95,"Q.7. Choose a number between 210 and 390. Create a number pattern similar to those shown in Section 3.9 that will sum up to this number. Ans. Number Chosen: 250 25 25 50 50 50 25 25 Or 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 Q.8. Recall the sequence of Powers of 2 from Chapter 1, Table 1. Why is the Collatz conjecture correct for all the starting numbers in this sequence? Ans. when we divide 28 = 2x2x2x2x2x2x2x2 by 2 it become 27 and every time you divide by 2 the same will continue happening, until you are left with 2 which when divided by 2 will leave 1. Q.9. Check if the Collatz Conjecture holds for the starting number 100. Ans. 100, 50, 25, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1. Q.10 Starting with 0, players alternate adding numbers between 1 and 3. The first person to reach 22 wins. What is the winning strategy now? Ans. Winning strategy is to be the first player. [13]",4,Math,M401
C96,"CChhaapptteerr 66 The Dairy Farm 1. The given shapes stand for numbers between 1 and 24. The same shape denotes the same number across all problems. Find the numbers hiding in all the shapes. 2. Place the digits 2, 5, and 3 appropriately to get a product close to 100. Share your reasoning in class. 3. A dairy has packed butter milk pouches in the following manner. Find the number of pouches kept in each arrangement. One is done for you. × By now, we know several multiplication facts. We have also learnt how to multiply two numbers. We will continue to explore different ways of multiplying in this chapter. Let Us Think a) 30 × 2 = 60 ___ × ___ = 60 × = b) × = c) × = d) × = e) × = f) × = × Reprint 2026-27 CChhaapptteerr 66..iinndddd 7700 0055--0077--22002255 1155::0044::2233",4,Math,M402
C97,"___ × ___ = 60 ___ × ___ = 60 WWhhaatt ootthheerr ggrroouuppss ccaann yyoouu mmaakkee?? 4. Which number am I? I am a two-digit number. Find me with the help of the following clues. (a) I am greater than 8. (b) I am not a multiple of 4. 0 1 2 3 4 5 6 7 8 9 (c) I am a multiple of 9. 10 11 12 13 14 15 16 17 18 19 (d) I am an odd number. 20 21 22 23 24 25 26 27 28 29 (e) I am not a multiple of 11. (f) I am less than 50. 30 31 32 33 34 35 36 37 38 39 (g) My ones digit is even 40 41 42 43 44 45 46 47 48 49 (h) My tens digit is odd. 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 Did you use all the clues to 70 71 72 73 74 75 76 77 78 79 find the number? Which clues did not help you in finding 80 81 82 83 84 85 86 87 88 89 the number? 90 91 92 93 94 95 96 97 98 99 5. Make your own numbers. 100 25 5 – Choose any two numbers and one operation from the grid. Try to make all the numbers between × 10 2 36 0 and 20. For example, 2 can be formed as 4 – 2. + Could you make all the numbers? ÷ 12 4 3 Which numbers could you not make? Is it possible to make these numbers using three numbers? You can use two operations, if needed. Which numbers between 0–20 can you get in more than one way? 71 Reprint 2026-27 CChhaapptteerr--66 TThhee DDaaiirryy FFaarrmm..iinndddd 7711 77//22//22002255 33::3344::4400 PPMM",4,Math,M402
C98,"Order of Numbers in Multiplication Daljeet Kaur runs a milk processing unit. She has arranged the butter packets in the following ways. Find the number of butter packets in each case. What pattern do you notice (or observe)? Discuss in class. b) a) 3 × 2 = 8 × 5 = 2 × 3 = 5 × 8 = e) 10 × 5 = Number of 5 × 10 = groups: 6 f) 8 × 20 = 20 × 8 = Group size: 13 g) 12 × 9 = 6 × 13 = 9 × 12 = 13 × 6 = WWhhaatt iiss 99 ×× 00?? 00 ×× 99?? IIss tthhiiss ttrruuee ffoorr tthhee pprroodduucctt ooff aannyy ttwwoo nnuummbbeerrss?? DDiissccuussss iinn ccllaassss.. The number of groups and the group size are interchanged in each case above, but the total number of butter packets remain the same. Patterns in Multiplication by 10s and 100s 1. Let us revise multiplication by 10s and 100s. a) 4 × 10 = _____ d) 10 × 10 = 100 g) 3 × 100 = 100 × 3 = 300 b) 20 × 10 = _____ e) 20 × 50 = ______ h) 8 × 100 = _____ = ______ c) 10 × 40 = _____ f) 80 × 10 = ______ i) 10 × 100 = _____ = ______ Note for Teachers: Encourage the learners to understand that when we multiply a number by 10, it becomes 10 times, and each digit moves one place value to the left. Multiplying by 100 makes the number 100 times larger, shifting each digit two place value to the left. Let them notice the pattern of zeros in the place value table. 72 Reprint 2026-27 CChhaapptteerr--66 TThhee DDaaiirryy FFaarrmm..iinndddd 7722 77//22//22002255 33::3344::4400 PPMM",4,Math,M402
